task_age,time_to_due,block_count,total_blocked_hours,column_change_count,time_in_current_column,dependency_count,unresolved_dependencies,assignee_count,estimateHours,difficulty,progress_ratio,is_overdue,blocked_ratio,comment_count,desc_length,assignee_workload,risk_level_label,label_score
2880.0,72.0,0,0.0,0,2880.0,1,0,1,21,3,0.975609425606563,0,0.0,0,1046,72,1,6
3024.0,-72.0,0,0.0,0,3024.0,0,0,1,36,2,0.9767438705607653,1,0.0,0,1063,80,2,9
1080.0,-24.0,0,0.0,0,1080.0,1,1,1,8,3,0.97825998346016,1,0.0,0,1034,38,2,9
2232.0,24.0,0,0.0,0,2232.0,0,0,1,19,4,0.9893612635810001,0,0.0,0,1055,57,2,7
1224.0,-72.0,0,0.0,0,1224.0,1,1,1,15,2,0.9444437157070095,1,0.0,0,1035,37,2,8
1368.0,72.0,0,0.0,0,1368.0,0,0,1,32,4,0.949999340278236,0,0.0,0,1089,39,1,5
2136.0,120.0,0,0.0,0,2136.0,1,0,2,9,4,0.9468080909538603,0,0.0,1,1011,113,1,6
1728.0,72.0,0,0.0,0,1728.0,0,0,1,8,2,0.959999466666963,0,0.0,0,1043,48,1,5
1584.0,-48.0,0,0.0,0,1584.0,0,0,1,31,3,0.9705876405712986,1,0.0,0,1080,48,2,9
1176.0,48.0,0,0.0,0,1176.0,0,0,2,16,2,0.9607835287716269,0,0.0,1,1057,80,1,5
2304.0,48.0,0,0.0,0,2304.0,1,0,2,31,3,0.9795914202417431,0,0.0,0,1034,113,1,6
3360.0,-48.0,0,0.0,0,3360.0,1,0,2,6,4,0.9859152036633791,1,0.0,0,1056,153,2,10
1824.0,-48.0,0,0.0,0,1824.0,1,0,1,12,5,0.9743584538683473,1,0.0,0,1045,53,2,10
1248.0,-24.0,0,0.0,0,1248.0,0,0,1,28,2,0.9811313041420565,1,0.0,0,1059,43,2,8
1608.0,72.0,0,0.0,0,1608.0,1,1,1,12,1,0.9571422874153052,0,0.0,0,1021,35,1,4
1368.0,0.0,0,0.0,0,1368.0,0,0,2,11,3,0.9999992690063824,0,0.0,1,1035,80,2,9
2688.0,-72.0,0,0.0,0,2688.0,0,0,2,25,3,0.9739126906113439,1,0.0,0,1038,151,2,10
1848.0,24.0,0,0.0,0,1848.0,0,0,2,11,3,0.9871789598402992,0,0.0,0,1098,89,1,6
3360.0,120.0,0,0.0,0,3360.0,0,0,1,5,3,0.9655169639319069,0,0.0,0,1056,76,1,6
2016.0,-24.0,0,0.0,0,2016.0,0,0,1,39,4,0.9882348096888188,1,0.0,0,1067,51,2,10
816.0,120.0,0,0.0,0,816.0,0,0,2,5,1,0.8717939403910894,0,0.0,0,1084,52,1,6
3096.0,-72.0,0,0.0,0,3096.0,0,0,1,9,4,0.9772724187902718,1,0.0,0,1085,72,2,10
2496.0,24.0,0,0.0,0,2496.0,0,0,1,12,2,0.9904757974302391,0,0.0,0,1059,73,1,6
2064.0,-24.0,0,0.0,0,2064.0,1,0,1,16,4,0.9885052737043707,1,0.0,0,1082,59,2,10
1392.0,-48.0,0,0.0,0,1392.0,0,0,2,24,3,0.9666659953708365,1,0.0,1,1073,81,2,10
1608.0,120.0,0,0.0,0,1608.0,0,0,1,18,2,0.9305550170399207,0,0.0,0,1059,35,1,3
2448.0,120.0,0,0.0,0,2448.0,0,0,2,11,1,0.9532706568260682,0,0.0,0,1068,124,1,5
864.0,120.0,0,0.0,0,864.0,0,0,1,6,3,0.8780478881627153,0,0.0,0,1060,26,1,4
3024.0,120.0,0,0.0,0,3024.0,0,0,1,8,3,0.9618317551425715,0,0.0,0,1077,62,2,7
3072.0,-48.0,0,0.0,0,3072.0,0,0,1,16,4,0.9846150690336316,1,0.0,1,1040,85,2,10
768.0,48.0,0,0.0,0,768.0,0,0,1,8,2,0.9411753171871113,0,0.0,0,1061,24,1,3
1992.0,-24.0,0,0.0,0,1992.0,0,0,1,6,5,0.988094747968875,1,0.0,0,1099,55,2,9
2976.0,-48.0,0,0.0,0,2976.0,0,0,1,19,3,0.9841266586882742,1,0.0,1,1018,77,2,10
1176.0,48.0,0,0.0,0,1176.0,0,0,2,9,2,0.9607835287716269,0,0.0,0,1048,81,1,5
3168.0,-48.0,0,0.0,0,3168.0,1,0,1,11,4,0.9850743205614674,1,0.0,1,1067,84,2,10
2112.0,120.0,0,0.0,0,2112.0,0,0,1,9,2,0.9462361351988641,0,0.0,0,1074,58,1,5
1728.0,96.0,0,0.0,0,1728.0,0,0,1,4,2,0.9473679016623346,0,0.0,0,1044,48,1,4
3336.0,-72.0,0,0.0,0,3336.0,0,0,2,8,2,0.9788729522086407,1,0.0,0,1028,179,2,9
2016.0,-24.0,0,0.0,0,2016.0,1,1,1,14,1,0.9882348096888188,1,0.0,1,1099,54,2,9
2784.0,48.0,0,0.0,0,2784.0,0,0,1,19,3,0.9830505003352752,0,0.0,1,1061,73,2,7
3072.0,96.0,0,0.0,0,3072.0,1,0,2,8,1,0.969696663605851,0,0.0,0,1090,152,1,4
2352.0,72.0,0,0.0,0,2352.0,1,0,2,30,4,0.9702966294155818,0,0.0,0,1106,133,1,6
864.0,-72.0,0,0.0,0,864.0,0,0,1,14,5,0.9230759368846828,1,0.0,0,1081,38,2,10
2136.0,48.0,0,0.0,0,2136.0,0,0,1,15,4,0.978021530209922,0,0.0,1,1099,44,1,5
1704.0,-24.0,0,0.0,0,1704.0,0,0,1,38,2,0.9861105404452891,1,0.0,0,1093,51,2,9
1032.0,72.0,0,0.0,0,1032.0,0,0,2,40,4,0.9347817619730417,0,0.0,1,1089,68,1,5
1512.0,120.0,0,0.0,0,1512.0,1,1,1,17,4,0.9264700205453306,0,0.0,1,1041,48,1,6
1896.0,-72.0,0,0.0,0,1896.0,0,0,1,8,2,0.9634141446066339,1,0.0,0,1048,57,2,9
2352.0,0.0,0,0.0,0,2352.0,0,0,1,18,3,0.9999995748301127,0,0.0,0,1059,59,2,9
2448.0,96.0,0,0.0,0,2448.0,0,0,1,21,2,0.9622637726950578,0,0.0,0,1056,47,1,4
3000.0,48.0,0,0.0,0,3000.0,1,0,1,6,3,0.9842516455867304,0,0.0,0,1062,85,1,6
840.0,48.0,0,0.0,0,840.0,0,0,1,10,4,0.945944880692702,0,0.0,0,1047,33,1,4
1128.0,0.0,0,0.0,0,1128.0,0,0,1,11,2,0.9999991134759633,0,0.0,0,1030,43,2,7
432.0,120.0,0,0.0,0,432.0,0,0,1,9,2,0.7826072778853662,0,0.0,1,1048,30,1,4
2544.0,0.0,0,0.0,0,2544.0,1,0,1,29,3,0.9999996069183934,0,0.0,0,1057,68,2,9
3000.0,0.0,0,0.0,0,3000.0,1,0,1,29,3,0.9999996666667778,0,0.0,0,1112,80,2,9
2112.0,72.0,0,0.0,0,2112.0,0,0,1,22,4,0.9670325242525071,0,0.0,0,1048,63,1,6
3240.0,-48.0,0,0.0,0,3240.0,0,0,1,25,4,0.985401160157798,1,0.0,1,1062,90,2,10
1968.0,24.0,0,0.0,0,1968.0,0,0,1,18,2,0.987951311269422,0,0.0,1,1071,43,1,5
960.0,72.0,0,0.0,0,960.0,0,0,2,34,4,0.9302316567522706,0,0.0,0,1068,79,1,6
2136.0,96.0,0,0.0,0,2136.0,1,0,1,20,3,0.9569888185533966,0,0.0,0,1024,44,1,6
912.0,-72.0,0,0.0,0,912.0,0,0,1,10,2,0.9268283263939773,1,0.0,0,1080,38,2,7
1272.0,96.0,0,0.0,0,1272.0,0,0,1,17,2,0.9298238817076888,0,0.0,1,1071,50,1,4
2976.0,72.0,0,0.0,0,2976.0,0,0,1,19,4,0.9763776324220366,0,0.0,0,1063,71,1,6
816.0,-48.0,0,0.0,0,816.0,1,1,1,35,4,0.9444433513387137,1,0.0,1,1087,37,2,10
2880.0,-72.0,0,0.0,0,2880.0,0,0,1,15,2,0.975609425606563,1,0.0,0,1055,74,2,9
1536.0,-72.0,0,0.0,0,1536.0,1,1,1,34,2,0.9552232865526825,1,0.0,0,1064,50,2,9
2904.0,0.0,0,0.0,0,2904.0,0,0,1,12,2,0.9999996556475014,0,0.0,0,1101,72,2,7
1008.0,-48.0,0,0.0,0,1008.0,0,0,1,19,2,0.9545445506206908,1,0.0,0,1074,37,2,8
648.0,24.0,0,0.0,0,648.0,0,0,2,21,3,0.9642842793388701,0,0.0,0,979,67,2,7
960.0,24.0,0,0.0,0,960.0,0,0,2,11,2,0.9756087646252393,0,0.0,0,1025,78,1,6
1464.0,48.0,0,0.0,0,1464.0,0,0,1,4,3,0.9682533278747831,0,0.0,0,1078,51,1,6
-91.30293805555556,312.75,0,0.0,0,-91.30293805555556,0,0,1,4,1,-0.4122995579815058,0,-0.0,0,31,0,0,0
2736.0,48.0,0,0.0,0,2736.0,0,0,1,17,2,0.9827582676874038,0,0.0,0,1089,75,1,5
1224.0,-72.0,0,0.0,0,1224.0,0,0,1,13,2,0.9444437157070095,1,0.0,1,1061,46,2,8
1632.0,72.0,0,0.0,0,1632.0,0,0,1,12,4,0.9577459168157765,0,0.0,0,1069,56,1,6
2784.0,-72.0,0,0.0,0,2784.0,0,0,1,24,2,0.9747895746535102,1,0.0,0,1022,80,2,9
1968.0,-72.0,0,0.0,0,1968.0,0,0,2,25,4,0.9647054094581327,1,0.0,0,1057,124,2,10
2016.0,72.0,0,0.0,0,2016.0,0,0,1,15,4,0.9655167789670598,0,0.0,0,1065,64,1,6
-66.21960472222223,623.6666666666666,0,0.0,0,-66.21960472222223,0,0,1,6,2,-0.11879062686349731,0,-0.0,0,27,0,0,0
3024.0,-24.0,0,0.0,0,3024.0,0,0,1,32,4,0.9921256587514242,1,0.0,0,1096,65,2,10
1320.0,-72.0,0,0.0,0,1320.0,0,0,1,16,2,0.9482751808367954,1,0.0,0,1102,55,2,9
1536.0,0.0,0,0.0,0,1536.0,0,0,1,20,3,0.9999993489587572,0,0.0,0,1066,56,2,9
1416.0,-24.0,0,0.0,0,1416.0,0,0,2,15,3,0.9833326504634372,1,0.0,0,1084,109,2,10
408.0,-24.0,0,0.0,0,408.0,0,0,1,21,4,0.9444422582355134,1,0.0,0,1058,28,2,8
384.0,96.0,0,0.0,0,384.0,0,0,1,4,2,0.7999983333368056,0,0.0,0,1111,30,1,3
2712.0,-48.0,0,0.0,0,2712.0,1,0,2,15,3,0.9826083396346594,1,0.0,1,1084,168,2,10
1776.0,96.0,0,0.0,0,1776.0,0,0,1,9,4,0.9487174419244434,0,0.0,1,1017,56,1,6
1536.0,48.0,0,0.0,0,1536.0,1,0,2,21,4,0.9696963575149258,0,0.0,0,1060,105,1,5
1680.0,96.0,0,0.0,0,1680.0,0,0,1,15,5,0.945945413319024,0,0.0,0,1072,56,1,5
1776.0,96.0,0,0.0,0,1776.0,0,0,2,2,3,0.9487174419244434,0,0.0,0,1053,95,1,6
2976.0,72.0,0,0.0,0,2976.0,0,0,1,12,5,0.9763776324220366,0,0.0,1,1046,88,1,6
-38.386271388888886,-8452.166666666666,0,0.0,0,-38.386271388888886,0,0,2,5,2,-0.004562309095697818,1,-0.0,0,29,0,1,4
2688.0,48.0,0,0.0,0,2688.0,0,0,1,13,3,0.9824557812661617,0,0.0,0,1069,62,1,6
696.0,-48.0,0,0.0,0,696.0,0,0,1,13,3,0.9354826135986377,1,0.0,0,1106,39,2,9
432.0,48.0,0,0.0,0,432.0,1,1,1,19,2,0.8999981250039063,0,0.0,0,1067,28,1,4
456.0,120.0,0,0.0,0,456.0,0,0,1,18,1,0.7916652922477565,0,0.0,0,1032,38,1,4
2760.0,96.0,0,0.0,0,2760.0,0,0,1,32,2,0.9663862162513248,0,0.0,1,1112,84,1,5
2400.0,0.0,0,0.0,0,2400.0,0,0,1,20,5,0.9999995833335069,0,0.0,0,1063,78,2,9
576.0,48.0,0,0.0,0,576.0,0,0,1,11,2,0.9230754437893529,0,0.0,0,1046,39,1,4
1656.0,96.0,0,0.0,0,1656.0,1,0,2,16,4,0.9452049399515183,0,0.0,0,1078,112,1,6
1968.0,96.0,0,0.0,0,1968.0,0,0,1,38,4,0.9534879101318264,0,0.0,1,1048,63,2,7
1056.0,-24.0,0,0.0,0,1056.0,0,0,2,22,3,0.9777768724288218,1,0.0,1,1042,83,2,10
840.0,72.0,0,0.0,0,840.0,0,0,1,17,1,0.9210516216539236,0,0.0,0,1030,42,1,4
2496.0,-24.0,0,0.0,0,2496.0,0,0,2,14,4,0.9904757974302391,1,0.0,1,1093,162,2,10
-19.052938055555554,336.5,0,0.0,0,-19.052938055555554,0,0,1,6,2,-0.06001907190376846,0,-0.0,0,17,0,0,0
696.0,120.0,0,0.0,0,696.0,1,1,2,13,1,0.8529401312008197,0,0.0,1,1063,83,1,6
2088.0,0.0,0,0.0,0,2088.0,1,0,1,27,3,0.9999995210730263,0,0.0,0,1061,73,2,9
2616.0,120.0,0,0.0,0,2616.0,1,0,1,15,1,0.9561400014108181,0,0.0,0,1081,74,1,5
2184.0,96.0,0,0.0,0,2184.0,0,0,1,24,5,0.957894316713019,0,0.0,0,1033,65,1,6
1992.0,0.0,0,0.0,0,1992.0,1,0,1,35,3,0.9999994979922199,0,0.0,0,1061,64,2,9
888.0,0.0,0,0.0,0,888.0,0,0,1,13,2,0.9999988738751421,0,0.0,0,1110,46,2,7
2544.0,-48.0,0,0.0,0,2544.0,0,0,1,12,5,0.9814811028236485,1,0.0,0,1081,71,2,10
2304.0,0.0,0,0.0,0,2304.0,1,0,1,30,4,0.9999995659724105,0,0.0,0,1054,75,2,9
1056.0,72.0,0,0.0,0,1056.0,0,0,2,12,2,0.9361693828285613,0,0.0,0,1056,86,1,5
2256.0,-48.0,0,0.0,0,2256.0,0,0,1,17,2,0.9791662416813186,1,0.0,0,1057,72,2,9
1944.0,96.0,0,0.0,0,1944.0,1,1,1,23,2,0.9529407093427895,0,0.0,0,1092,73,1,6
2568.0,-72.0,0,0.0,0,2568.0,1,1,1,23,4,0.972726904270112,1,0.0,0,1037,70,2,11
-11.802938055555556,353.25,0,0.0,0,-11.802938055555556,0,0,1,10,3,-0.03456730135863522,0,-0.0,0,12,0,0,2
624.0,-24.0,0,0.0,0,624.0,0,0,1,5,4,0.9629614769113011,1,0.0,0,1119,40,2,9
2472.0,-24.0,0,0.0,0,2472.0,0,0,1,4,2,0.9903842185960662,1,0.0,0,1025,59,2,10
2640.0,0.0,0,0.0,0,2640.0,1,0,2,4,2,0.9999996212122646,0,0.0,0,1074,169,2,8
1440.0,120.0,0,0.0,0,1440.0,0,0,1,11,5,0.923076331361326,0,0.0,0,1037,56,1,6
2520.0,120.0,0,0.0,0,2520.0,0,0,2,6,2,0.9545450929753435,0,0.0,0,998,150,1,5
720.0,48.0,0,0.0,0,720.0,0,0,1,17,3,0.9374987792984645,0,0.0,0,1031,38,1,6
53.613728611111114,455.8333333333333,0,0.0,0,53.613728611111114,0,0,1,7,2,0.10523885085847616,0,0.0,0,18,32,1,4
2448.0,-24.0,0,0.0,0,2448.0,1,0,2,8,1,0.990290861532823,1,0.0,0,1072,153,2,9
1272.0,-72.0,0,0.0,0,1272.0,0,0,1,32,5,0.9464278672411702,1,0.0,1,1089,48,2,8
2352.0,96.0,0,0.0,0,2352.0,0,0,1,2,1,0.9607839212483981,0,0.0,1,1071,60,1,5
912.0,120.0,0,0.0,0,912.0,0,0,1,27,3,0.8837200739146571,0,0.0,1,1061,44,1,5
2328.0,24.0,0,0.0,0,2328.0,0,0,1,15,1,0.9897954975359279,0,0.0,0,1063,82,1,6
1272.0,120.0,0,0.0,0,1272.0,0,0,1,26,3,0.9137924469881846,0,0.0,0,1048,35,1,4
152.8549136111111,980.5833333333334,0,0.0,0,152.8549136111111,0,0,1,4,1,0.1348593795593204,0,0.0,0,18,17,0,2
181.6049136111111,975.8333333333334,0,0.0,0,181.6049136111111,0,0,1,6,2,0.15690232907734455,0,0.0,0,16,29,1,4
221.42740194444445,1032.0,0,0.0,0,221.42740194444445,0,0,1,4,1,0.176657399498004,0,0.0,0,23,8,0,2
250.92740194444445,1218.5,0,0.0,0,250.92740194444445,0,0,1,6,2,0.17076531365012462,0,0.0,0,18,6,1,3
293.0940686111111,1248.3333333333333,0,0.0,0,293.0940686111111,0,0,1,3,1,0.19014445837470348,0,0.0,0,11,16,0,2
321.67740194444445,1315.75,0,0.0,0,321.67740194444445,0,0,1,6,2,0.1964528046310012,0,0.0,0,11,28,1,3
342.97538833333334,1414.4166666666667,0,0.0,0,342.97538833333334,0,0,1,6,2,0.19516145654355813,0,0.0,0,12,7,0,2
414.142055,1391.25,0,0.0,0,414.142055,0,0,1,3,1,0.2293916296249406,0,0.0,0,18,27,1,3
440.55872166666666,1412.8333333333333,0,0.0,0,440.55872166666666,0,0,1,8,3,0.2377038807165848,0,0.0,0,17,26,1,5
484.80872166666666,1416.5833333333333,0,0.0,0,484.80872166666666,0,0,1,3,2,0.25497554037645664,0,0.0,0,6,6,0,1
515.2253883333333,1578.1666666666667,0,0.0,0,515.2253883333333,0,0,1,2,1,0.24611975620284704,0,0.0,0,11,26,1,3
534.5587216666667,1582.8333333333333,0,0.0,0,534.5587216666667,0,0,1,8,3,0.25246078917863773,0,0.0,0,17,15,1,4
565.05318,2008.3333333333333,0,0.0,0,565.05318,0,0,1,4,2,0.21957562826131893,0,0.0,0,20,25,1,4
580.7198466666666,2016.6666666666667,0,0.0,0,580.7198466666666,0,0,1,3,1,0.2235784393686428,0,0.0,0,13,25,1,3
1776.0,96.0,0,0.0,0,1776.0,0,0,0,9,3,0.9487174419244434,0,0.0,0,1035,0,1,3
1104.0,120.0,0,0.0,0,1104.0,0,0,0,34,2,0.901960047418262,0,0.0,0,1092,0,0,2
2088.0,-24.0,0,0.0,0,2088.0,0,0,0,11,2,0.9886358955322463,1,0.0,0,1008,0,1,6
1632.0,72.0,0,0.0,0,1632.0,0,0,0,32,4,0.9577459168157765,0,0.0,0,1061,0,1,3
1248.0,24.0,0,0.0,0,1248.0,0,0,0,23,3,0.9811313041420565,0,0.0,0,1052,0,1,4
3672.0,24.0,0,0.0,0,3672.0,0,0,0,17,2,0.9935062247006967,0,0.0,1,1070,0,1,3
2976.0,-24.0,0,0.0,0,2976.0,0,0,0,5,2,0.9919996693334435,1,0.0,0,1061,0,1,6
3336.0,-72.0,0,0.0,0,3336.0,0,0,0,29,5,0.9788729522086407,1,0.0,0,1032,0,1,6
2544.0,-48.0,0,0.0,0,2544.0,0,0,0,30,4,0.9814811028236485,1,0.0,0,1083,0,2,7
1704.0,-24.0,0,0.0,0,1704.0,0,0,0,12,4,0.9861105404452891,1,0.0,0,1059,0,2,7
1584.0,-72.0,0,0.0,0,1584.0,0,0,0,16,3,0.9565211615210377,1,0.0,0,1059,0,1,6
1344.0,-48.0,0,0.0,0,1344.0,1,1,0,16,2,0.9655165477611007,1,0.0,0,1013,0,2,7
3840.0,48.0,0,0.0,0,3840.0,0,0,1,33,5,0.9876540669614025,0,0.0,0,1035,112,1,6
1248.0,0.0,0,0.0,0,1248.0,1,1,0,28,5,0.9999991987185908,0,0.0,0,1030,0,2,7
3168.0,72.0,0,0.0,0,3168.0,0,0,0,6,2,0.9777774759946061,0,0.0,0,1025,0,0,2
1392.0,96.0,0,0.0,0,1392.0,1,1,1,6,4,0.9354832422827672,0,0.0,0,1035,46,1,6
2712.0,48.0,0,0.0,0,2712.0,0,0,0,19,3,0.9826083396346594,0,0.0,0,1102,0,1,4
2376.0,-72.0,0,0.0,0,2376.0,0,0,1,25,4,0.9705878388121573,1,0.0,1,1044,78,2,10
2688.0,72.0,0,0.0,0,2688.0,0,0,0,7,2,0.9739126906113439,0,0.0,0,1040,0,0,2
3528.0,120.0,0,0.0,0,3528.0,0,0,0,5,3,0.967104998052358,0,0.0,0,1052,0,1,3
2160.0,48.0,0,0.0,0,2160.0,1,0,0,23,3,0.9782604265124879,0,0.0,0,1082,0,1,3
3432.0,48.0,0,0.0,0,3432.0,1,1,0,20,3,0.9862066131590191,0,0.0,0,1051,0,1,3
1344.0,120.0,0,0.0,0,1344.0,1,1,0,16,4,0.9180321598140985,0,0.0,0,1050,0,1,4
1200.0,-48.0,0,0.0,0,1200.0,0,0,1,14,5,0.9615376910755681,1,0.0,1,1022,43,2,9
2112.0,72.0,0,0.0,0,2112.0,0,0,0,8,4,0.9670325242525071,0,0.0,0,1052,0,1,3
2952.0,96.0,0,0.0,0,2952.0,0,0,0,15,1,0.9685036192573427,0,0.0,0,1063,0,0,2
1704.0,96.0,0,0.0,0,1704.0,1,1,0,4,1,0.946666140741033,0,0.0,0,1072,0,1,3
3240.0,-48.0,0,0.0,0,3240.0,0,0,0,8,4,0.985401160157798,1,0.0,0,1088,0,2,7
1344.0,72.0,0,0.0,0,1344.0,0,0,0,17,3,0.949151872067887,0,0.0,0,1027,0,1,3
1992.0,-48.0,0,0.0,0,1992.0,0,0,0,6,3,0.9764701095734757,1,0.0,1,1085,0,2,7
1152.0,48.0,0,0.0,0,1152.0,1,1,0,26,3,0.9599992000006666,0,0.0,1,1043,0,1,4
2880.0,0.0,0,0.0,0,2880.0,1,1,0,14,1,0.9999996527778983,0,0.0,0,1053,0,2,7
3648.0,96.0,0,0.0,0,3648.0,1,0,1,22,3,0.9743587141135913,0,0.0,1,1071,112,1,6
1632.0,120.0,0,0.0,0,1632.0,0,0,0,20,3,0.9315063176333803,0,0.0,0,1004,0,1,3
2208.0,-72.0,0,0.0,0,2208.0,1,0,0,39,3,0.9684206278856894,1,0.0,1,1029,0,2,7
3504.0,-24.0,0,0.0,0,3504.0,1,0,0,10,2,0.9931969973931413,1,0.0,0,1031,0,1,6
2472.0,120.0,0,0.0,0,2472.0,0,0,0,26,3,0.9537033357626019,0,0.0,1,1081,0,1,3
3312.0,24.0,0,0.0,0,3312.0,1,0,0,16,3,0.9928054577921289,0,0.0,0,1061,0,1,5
3696.0,-72.0,0,0.0,0,3696.0,0,0,0,11,4,0.9808914594237103,1,0.0,0,1050,0,2,7
2592.0,-24.0,0,0.0,0,2592.0,0,0,0,11,2,0.9908253093175422,1,0.0,0,1010,0,1,6
2232.0,48.0,0,0.0,0,2232.0,0,0,0,21,3,0.9789469390583599,0,0.0,1,1062,0,1,3
1872.0,120.0,0,0.0,0,1872.0,0,0,0,12,4,0.9397585643782308,0,0.0,0,1036,0,1,4
1632.0,-24.0,0,0.0,0,1632.0,0,0,0,11,3,0.9855066512640995,1,0.0,0,1083,0,2,8
2064.0,96.0,0,0.0,0,2064.0,0,0,0,32,2,0.955555113168929,0,0.0,0,1034,0,0,2
2856.0,96.0,0,0.0,0,2856.0,0,0,0,38,3,0.9674793470598417,0,0.0,0,1084,0,1,3
2928.0,48.0,0,0.0,0,2928.0,1,1,0,6,2,0.9838706371402428,0,0.0,0,1081,0,1,3
1776.0,48.0,0,0.0,0,1776.0,1,1,1,20,4,0.9736836767085106,0,0.0,0,1040,69,2,7
1536.0,0.0,0,0.0,0,1536.0,1,1,1,15,3,0.9999993489587572,0,0.0,0,1101,57,2,9
1224.0,-72.0,0,0.0,0,1224.0,0,0,0,27,2,0.9444437157070095,1,0.0,0,1016,0,1,6
2640.0,-24.0,0,0.0,0,2640.0,0,0,0,23,5,0.9909906189975153,1,0.0,0,975,0,2,7
1944.0,0.0,0,0.0,0,1944.0,0,0,0,37,3,0.9999994855969725,0,0.0,1,1074,0,1,6
2952.0,-24.0,0,0.0,0,2952.0,1,1,0,13,5,0.9919351505594252,1,0.0,0,1063,0,2,7
2328.0,24.0,0,0.0,0,2328.0,1,0,0,11,5,0.9897954975359279,0,0.0,0,1056,0,1,4
1104.0,-24.0,0,0.0,0,1104.0,0,0,0,8,2,0.978722536593496,1,0.0,0,1083,0,1,5
3048.0,-48.0,0,0.0,0,3048.0,0,0,0,15,5,0.9844958060414063,1,0.0,1,1062,0,2,7
1824.0,96.0,0,0.0,0,1824.0,1,1,0,11,3,0.949999505208591,0,0.0,0,1069,0,1,4
2712.0,120.0,0,0.0,0,2712.0,0,0,0,25,4,0.9576267804990182,0,0.0,0,1028,0,0,2
3504.0,48.0,0,0.0,0,3504.0,0,0,1,2,2,0.9864862087595132,0,0.0,0,1050,113,1,5
1032.0,48.0,0,0.0,0,1032.0,0,0,1,18,4,0.9555546707827123,0,0.0,0,1075,36,1,5
984.0,-72.0,0,0.0,0,984.0,0,0,0,39,3,0.9318172994154362,1,0.0,0,1052,0,2,7
2904.0,72.0,0,0.0,0,2904.0,0,0,0,16,2,0.9758061237210605,0,0.0,1,1030,0,0,2
1296.0,120.0,0,0.0,0,1296.0,0,0,0,12,4,0.9152535909226053,0,0.0,1,1086,0,1,3
1224.0,72.0,0,0.0,0,1224.0,1,0,0,28,4,0.9444437157070095,0,0.0,0,1019,0,1,3
1896.0,48.0,0,0.0,0,1896.0,1,1,0,16,5,0.9753081402735904,0,0.0,0,1068,0,1,4
3624.0,-24.0,0,0.0,0,3624.0,0,0,0,14,3,0.9934207803122861,1,0.0,1,1004,0,2,7
1080.0,96.0,0,0.0,0,1080.0,1,1,0,22,5,0.9183665660148248,0,0.0,1,1018,0,1,4
3216.0,-48.0,0,0.0,0,3216.0,1,0,0,8,2,0.9852938157800809,1,0.0,0,1068,0,1,5
1944.0,24.0,0,0.0,0,1944.0,0,0,0,8,5,0.9878043761156625,0,0.0,1,1046,0,1,4
2112.0,120.0,0,0.0,0,2112.0,0,0,0,23,3,0.9462361351988641,0,0.0,1,1047,0,1,3
2160.0,24.0,0,0.0,0,2160.0,0,0,0,14,2,0.9890105361673368,0,0.0,0,1022,0,1,3
